the_geom,Address,Suffix,Street,OnStr,OnStrProper,FromStr,toStr,Side,Site,SPP,DBH,WIRES,PITTYPE,WARD,longitude,latitude
POINT (-71.39653708625244 41.82968475503148),19,,STIMSON AVE,STIMSON AVE,Stimson Ave,HOPE ST,DIMAN PL,Front,6,Platanus x acerifolia,3.6,No,Lawn Strip,2,-71.39653709,41.82968476
POINT (-71.39959753850606 41.83128528934335),240,,HOPE ST,HOPE ST,Hope St,LLOYD AVE,BOWEN ST,Front,5,Pyrus calleryana,1,No,Lawn Strip,2,-71.39959754,41.83128529
POINT (-71.40703148362981 41.82721413366714),30,,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BENEFIT ST,Front,7,Gleditsia triacanthos,21,No,Sidewalk Pit,2,-71.40703148,41.82721413
POINT (-71.40230004337697 41.82910753308954),194,,MEETING ST,MEETING ST,Meeting St,THAYER ST,BROWN ST,Front,3,Platanus x acerifolia,5.3,Yes,Sidewalk Pit,2,-71.40230004,41.82910753
POINT (-71.39911332592939 41.82654524160645),348,Yes,BROOK ST,BROOK ST,Brook St,WATERMAN ST,BROOK ST,Rear,1,Ginkgo biloba,8,No,Sidewalk Pit,1,-71.39911333,41.82654524
POINT (-71.40357409265862 41.8289351524055),90,,BROWN ST,MEETING ST,Meeting St,PROSPECT ST,BROWN ST,Side,1,Acer rubrum,13.9,Yes,Sidewalk Pit,2,-71.40357409,41.82893515
POINT (-71.39966600287674 41.82294774603783),101,,POWER ST,POWER ST,Power St,THAYER ST,BROOK ST,Rear,2,Tilia cordata,9,No,Sidewalk Pit,1,-71.399666,41.82294775
POINT (-71.40469892291998 41.83060552612693),153,,BOWEN ST,BOWEN ST,Bowen St,PROSPECT ST,BROWN ST,Front,1,Pyrus calleryana,8.4,Yes,Lawn Strip,2,-71.40469892,41.83060553
POINT (-71.39928692707149 41.827591713456904),121,,WATERMAN ST,BROOK ST,Brook St,WATERMAN ST,MANNING ST,Side,2,Ginkgo biloba,1,No,Sidewalk Pit,1,-71.39928693,41.82759171
POINT (-71.40365591464275 41.82705498878473),72,,WATERMAN ST,WATERMAN ST,Waterman St,BROWN ST,PROSPECT ST,Front,1,Gleditsia triacanthos,13,No,Sidewalk Pit,2,-71.40365591,41.82705499
POINT (-71.3976971934191 41.82860618241248),216,,HOPE ST,HOPE ST,Hope St,MEETING ST,ANGELL ST,Front,5,Ulmus 'Patriot',5,No,Sidewalk Pit,2,-71.39769719,41.82860618
POINT (-71.39745096655174 41.82763685398089),130,,WATERMAN ST,WATERMAN ST,Waterman St,BROOK ST,HOPE ST,Front,1,Gleditsia triacanthos,17,No,Sidewalk Pit,1,-71.39745097,41.82763685
POINT (-71.40003322914849 41.82360520718398),56,,CHARLESFIELD ST,THAYER ST,Thayer St,CHARLESFIELD ST,POWER ST,Side,3,Tilia cordata,11,No,Sidewalk Pit,1,-71.40003323,41.82360521
POINT (-71.40317097370733 41.827528888089496),107,,ANGELL ST,BROWN ST,Brown St,ANGELL ST,WATERMAN ST,Side,4,Gleditsia triacanthos,5,No,Sidewalk Pit,2,-71.40317097,41.82752889
POINT (-71.40707588823295 41.827119246928945),219,,BENEFIT ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Side,2,Gleditsia triacanthos,2.3,No,Sidewalk Pit,2,-71.40707589,41.82711925
POINT (-71.39405582934833 41.829051577469414),338,Y,ANGELL ST,ANGELL ST,Angell St,ARLINGTON AVE,STIMSON AVE,Front,2,Tilia spp.,2,No,Sidewalk Pit,2,-71.39405583,41.82905158
POINT (-71.40145507579521 41.82550283363173),122,,GEORGE ST,GEORGE ST,George St,THAYER ST,PROSPECT ST,Front,5,Platanus x acerifolia,25,No,Sidewalk Pit,2,-71.40145508,41.82550283
POINT (-71.39731259690245 41.82807243506125),199,,HOPE ST,HOPE ST,Hope St,FONES ALY,ANGELL ST,Front,1,Acer rubrum,4,No,Sidewalk Pit,1,-71.3973126,41.82807244
POINT (-71.40392111509435 41.8238053884791),15,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,BROWN ST,BENEFIT ST,Front,9,Platanus x acerifolia,25.2,No,Sidewalk Pit,2,-71.40392112,41.82380539
POINT (-71.40415051913222 41.826915674731076),65,Y,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BROWN ST,Front,4,Gleditsia triacanthos,2,No,Sidewalk Pit,2,-71.40415052,41.82691567
POINT (-71.39830184348772 41.82969651546822),2,,STIMSON AVE,HOPE ST,Hope St,STIMSON AVE,LLOYD AVE,Side,2,Gleditsia triacanthos,15,No,Sidewalk Pit,2,-71.39830184,41.82969652
POINT (-71.4039547178737 41.82693166418937),65,Y,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,BROWN ST,Front,6,Gleditsia triacanthos,4,No,Sidewalk Pit,2,-71.40395472,41.82693166
POINT (-71.3929038453714 41.83118181250402),41,,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,HUMBOLDT AVE,IRVING AVE,Front,1,Acer platanoides,20,Yes,Lawn Strip,2,-71.39290385,41.83118181
POINT (-71.40400962799036 41.824881722183925),1,,MAGEE ST,MAGEE ST,Magee St,BENEVOLENT ST,GEORGE ST,Front,3,Gleditsia triacanthos,18,No,Sidewalk Pit,2,-71.40400963,41.82488172
POINT (-71.4007835060359 41.82970245033219),283,,THAYER ST,THAYER ST,Thayer St,MEETING ST,CUSHING ST,Front,1,Zelkova serrata,8.1,No,Sidewalk Pit,2,-71.40078351,41.82970245
POINT (-71.40425458613183 41.827745243011655),45,,PROSPECT ST,ANGELL ST,Angell St,PROSPECT ST,BROWN ST,Side,4,Quercus palustris,3,No,Lawn Strip,2,-71.40425459,41.82774524
POINT (-71.40101771641105 41.830075978988326),300,,THAYER ST,CUSHING ST,Cushing St,THAYER ST,DEAD END,Side,1,Acer campestre,3.9,No,Sidewalk Pit,2,-71.40101772,41.83007598
POINT (-71.40043982777304 41.82672987980878),201,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,8,Gleditsia triacanthos,8,No,Sidewalk Pit,1,-71.40043983,41.82672988
POINT (-71.39635964727749 41.82322906384628),151,,POWER ST,POWER ST,Power St,HOPE ST,GOVERNOR ST,Front,1,Tilia cordata,15,Yes,Lawn Strip,1,-71.39635965,41.82322906
POINT (-71.40418429520751 41.82899461130099),144,,MEETING ST,MEETING ST,Meeting St,BROWN ST,PROSPECT ST,Front,1,Acer rubrum,15.9,No,Lawn Strip,2,-71.4041843,41.82899461
POINT (-71.39946668652539 41.83019395079804),172,,CUSHING ST,CUSHING ST,Cushing St,HOPE ST,BROOK ST,Front,6,Acer rubrum,6.2,No,Lawn Strip,2,-71.39946669,41.83019395
POINT (-71.40332785636976 41.82457739463723),11,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BENEFIT ST,BROWN ST,Front,4,Gleditsia triacanthos,18.8,No,Sidewalk Pit,2,-71.40332786,41.82457739
POINT (-71.4004505864253 41.8268977809078),201,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,5,Gleditsia triacanthos,10,No,Sidewalk Pit,1,-71.40045059,41.82689778
POINT (-71.40366313249815 41.824650349166056),14,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROWN ST,MAGEE ST,Front,1,Gleditsia triacanthos,7.1,No,Sidewalk Pit,2,-71.40366313,41.82465035
POINT (-71.39687597251309 41.82301069484805),121,,HOPE ST,HOPE ST,Hope St,WILLIAMS ST,POWER ST,Front,2,Tilia americana,16.7,No,Sidewalk Pit,1,-71.39687597,41.82301069
POINT (-71.40691131417864 41.82753638307698),30,,WATERMAN ST,ANGELL ST,Angell St,BENEFIT ST,PROSPECT ST,Rear,4,Gleditsia triacanthos,2,No,Sidewalk Pit,2,-71.40691131,41.82753638
POINT (-71.40144417368532 41.82539864203007),127,Y,GEORGE ST,GEORGE ST,George St,BROWN ST,THAYER ST,Front,7,Ulmus americana,2.2,No,Sidewalk Pit,2,-71.40144417,41.82539864
POINT (-71.40474353578897 41.828962633413525),130,,MEETING ST,MEETING ST,Meeting St,BROWN ST,PROSPECT ST,Front,2,Acer rubrum,12.7,No,Sidewalk Pit,2,-71.40474354,41.82896263
POINT (-71.39848342395388 41.827436108155915),127,,WATERMAN ST,WATERMAN ST,Waterman St,HOPE ST,BROOK ST,Front,2,Ulmus americana,6,No,Sidewalk Pit,1,-71.39848342,41.82743611
POINT (-71.39960440533568 41.82885585671716),416,,BROOK ST,BROOK ST,Brook St,MEETING ST,EUCLID AVE,Front,4,Pyrus calleryana,2.9,No,Lawn Strip,2,-71.39960441,41.82885586
POINT (-71.40047470643003 41.82700436956525),201,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,3,Gleditsia triacanthos,10,No,Sidewalk Pit,1,-71.40047471,41.82700437
POINT (-71.40746650487989 41.8259065531707),2,,COLLEGE ST,COLLEGE ST,College St,BENEFIT ST,N MAIN ST,Front,1,Platanus x acerifolia,15.2,No,Sidewalk Pit,2,-71.4074665,41.82590655
POINT (-71.40022779189621 41.8242473633467),112,Y,THAYER ST,THAYER ST,Thayer St,GEORGE ST,CHARLESFIELD ST,Front,6,Platanus x acerifolia,28.5,Yes,Sidewalk Pit,2,-71.40022779,41.82424736
POINT (-71.40087958264584 41.82943742830631),272,,THAYER ST,THAYER ST,Thayer St,CUSHING ST,MEETING ST,Front,1,Acer campestre,5.6,No,Sidewalk Pit,2,-71.40087958,41.82943743
POINT (-71.40073181049884 41.830802872394024),315,,THAYER ST,BOWEN ST,Bowen St,THAYER ST,BROOK ST,Side,2,Prunus spp.,6.5,Yes,Sidewalk Pit,2,-71.40073181,41.83080287
POINT (-71.4047186821028 41.82745973353393),45,Y,PROSPECT ST,PROSPECT ST,Prospect St,FONES ALY,ANGELL ST,Front,1,Gleditsia triacanthos,12,No,Lawn Strip,2,-71.40471868,41.82745973
POINT (-71.4045584633649 41.828238130113704),59,,PROSPECT ST,OLIVE ST,Olive St,BROWN ST,PROSPECT ST,Side,1,Tilia americana,8.9,No,Sidewalk Pit,2,-71.40455846,41.82823813
POINT (-71.39696581155951 41.82329792281117),148,,POWER ST,HOPE ST,Hope St,POWER ST,CHARLESFIELD CT,Side,1,Acer spp.,24,No,Sidewalk Pit,1,-71.39696581,41.82329792
POINT (-71.40082351362736 41.827218539310635),190,,THAYER ST,WATERMAN ST,Waterman St,BROWN ST,THAYER ST,Side,1,Gleditsia triacanthos,17,No,Sidewalk Pit,2,-71.40082351,41.82721854
POINT (-71.4003093625813 41.83158430498555),246,,HOPE ST,LLOYD AVE,Lloyd Ave,HOPE ST,THAYER ST,Side,3,Quercus rubra,1.1,No,Sidewalk Pit,2,-71.40030936,41.8315843
POINT (-71.40447361736273 41.830619516095936),157,,BOWEN ST,BOWEN ST,Bowen St,PROSPECT ST,BROWN ST,Front,1,Gleditsia triacanthos,12.7,Yes,Lawn Strip,2,-71.40447362,41.83061952
POINT (-71.40532073766957 41.82415315740095),296,,BENEFIT ST,BENEFIT ST,Benefit St,HOPKINS ST,PLANET ST,Front,3,Platanus x acerifolia,23.3,No,Sidewalk Pit,2,-71.40532074,41.82415316
POINT (-71.40025193177789 41.82436029350851),112,Y,THAYER ST,THAYER ST,Thayer St,GEORGE ST,CHARLESFIELD ST,Front,5,Platanus x acerifolia,24.8,Yes,Sidewalk Pit,2,-71.40025193,41.82436029
POINT (-71.40721868363961 41.82874071241334),72,,MEETING ST,MEETING ST,Meeting St,BENEFIT ST,CONGDON ST,Front,1,Pyrus calleryana,2,No,Sidewalk Pit,2,-71.40721868,41.82874071
POINT (-71.40389380247218 41.824646351659936),14,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROWN ST,MAGEE ST,Front,3,Gleditsia triacanthos,6.4,No,Sidewalk Pit,2,-71.4038938,41.82464635
POINT (-71.39971620723034 41.82400374849973),111,,THAYER ST,CHARLESFIELD ST,Charlesfield St,BROOK ST,THAYER ST,Side,2,Tilia cordata,6,No,Sidewalk Pit,1,-71.39971621,41.82400375
POINT (-71.39669557899917 41.82327976700136),148,,POWER ST,POWER ST,Power St,HOPE ST,COOKE ST,Front,1,Tilia cordata,6,No,Sidewalk Pit,1,-71.39669558,41.82327977
POINT (-71.40207260913839 41.827933616140214),129,,ANGELL ST,ANGELL ST,Angell St,BROWN ST,THAYER ST,Front,1,Platanus x acerifolia,8,No,Sidewalk Pit,2,-71.40207261,41.82793362
POINT (-71.39941176847223 41.83175689165321),250,,LLOYD AVE,LLOYD AVE,Lloyd Ave,WEYMOUTH ST,HOPE ST,Front,8,Betula nigra,5.6,No,Lawn Strip,2,-71.39941177,41.83175689
POINT (-71.3979156933131 41.82576338219745),170,,HOPE ST,GEORGE ST,George St,HOPE ST,BROOK ST,Side,4,Platanus x acerifolia,15,No,Sidewalk Pit,1,-71.39791569,41.82576338
POINT (-71.39996543228709 41.831445201782685),181,,LLOYD AVE,BROOK ST,Brook St,LLOYD AVE,BOWEN ST,Side,1,Platanus x acerifolia,5.6,Yes,Sidewalk Pit,2,-71.39996543,41.8314452
POINT (-71.4015407332062 41.825397642667085),127,Y,GEORGE ST,GEORGE ST,George St,BROWN ST,THAYER ST,Front,6,Ulmus americana,2.5,No,Sidewalk Pit,2,-71.40154073,41.82539764
POINT (-71.39404379282023 41.8329783757568),100,Y,ARLINGTON AVE,ARLINGTON AVE,Arlington Ave,LLOYD AVE,UNIVERSITY AVE,Front,1,Platanus occidentalis,34.4,No,Lawn - No Sidewalk,2,-71.39404379,41.83297838
POINT (-71.40360068369036 41.830506672332376),131,,BROWN ST,BROWN ST,Brown St,CUSHING ST,BOWEN ST,Front,3,Corylus colurna,1.1,No,Lawn Strip,2,-71.40360068,41.83050667
POINT (-71.40101905751452 41.83054864229376),310,,THAYER ST,THAYER ST,Thayer St,BOWEN ST,CUSHING ST,Front,2,Gleditsia triacanthos,6.9,No,Sidewalk Pit,2,-71.40101906,41.83054864
POINT (-71.39572232317201 41.82433135683026),7,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,3,Tilia cordata,1,No,Sidewalk Pit,1,-71.39572232,41.82433136
POINT (-71.40258499832024 41.82705399311931),79,Y,WATERMAN ST,WATERMAN ST,Waterman St,PROSPECT ST,THAYER ST,Front,3,Zelkova serrata,6,No,Sidewalk Pit,2,-71.402585,41.82705399
POINT (-71.39661143570851 41.82432334638793),1,,YOUNG ORCHARD AVE,YOUNG ORCHARD AVE,Young Orchard Ave,COOKE ST,HOPE ST,Front,2,Zelkova serrata,9,No,Sidewalk Pit,1,-71.39661144,41.82432335
POINT (-71.39811049798233 41.82828929741143),235,,HOPE ST,ANGELL ST,Angell St,HOPE ST,BROOK ST,Side,1,Gleditsia triacanthos,13,No,Sidewalk Pit,1,-71.3981105,41.8282893
POINT (-71.39806171279821 41.82402140061231),100,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,HOPE ST,BROOK ST,Front,1,Cornus florida,2,Yes,Sidewalk Pit,1,-71.39806171,41.8240214
POINT (-71.40395464270571 41.82524349416792),59,,GEORGE ST,GEORGE ST,George St,MAGEE ST,BROWN ST,Front,1,Gleditsia triacanthos,3.3,No,Sidewalk Pit,2,-71.40395464,41.82524349
POINT (-71.4004532388176 41.82695173380893),201,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,4,Gleditsia triacanthos,11,No,Sidewalk Pit,1,-71.40045324,41.82695173
POINT (-71.39802752457217 41.82402690108459),100,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,HOPE ST,BROOK ST,Front,2,Ulmus americana,3,Yes,Sidewalk Pit,1,-71.39802752,41.8240269
POINT (-71.39931866241334 41.82482247125022),65,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROOK ST,THAYER ST,Rear,1,Tilia tomentosa,9,No,Sidewalk Pit,1,-71.39931866,41.82482247
POINT (-71.40475347702663 41.82676339549173),36,,PROSPECT ST,PROSPECT ST,Prospect St,WATERMAN ST,COLLEGE ST,Front,1,Gleditsia triacanthos,3,No,Sidewalk Pit,2,-71.40475348,41.8267634
POINT (-71.39988913444779 41.829192654368065),241,Y,MEETING ST,MEETING ST,Meeting St,THAYER ST,BROOK ST,Front,3,Acer rubrum,3.6,No,Sidewalk Pit,2,-71.39988913,41.82919265
POINT (-71.40321657126277 41.82708568298375),68,,BROWN ST,WATERMAN ST,Waterman St,BROWN ST,PROSPECT ST,Side,1,Gleditsia triacanthos,4,No,Sidewalk Pit,2,-71.40321657,41.82708568
POINT (-71.40273231505044 41.82411367208844),15,,CHARLESFIELD ST,BROWN ST,Brown St,BENEVOLENT ST,CHARLESFIELD ST,Side,6,Platanus x acerifolia,14.3,No,Sidewalk Pit,2,-71.40273232,41.82411367
POINT (-71.39808298780396 41.82746462393787),133,,WATERMAN ST,WATERMAN ST,Waterman St,HOPE ST,BROOK ST,Front,1,Ulmus americana,5,No,Sidewalk Pit,1,-71.39808299,41.82746462
POINT (-71.39992358820939 41.831131746851824),476,,BROOK ST,BROOK ST,Brook St,LLOYD AVE,BOWEN ST,Front,1,Ulmus spp.,6,Yes,Sidewalk Pit,2,-71.39992359,41.83113175
POINT (-71.39609586286878 41.829836648141224),30,,STIMSON AVE,STIMSON AVE,Stimson Ave,DIMAN PL,HOPE ST,Front,1,Quercus palustris,5.3,No,Lawn Strip,2,-71.39609586,41.82983665
POINT (-71.39981138033342 41.827308443629704),115,,WATERMAN ST,WATERMAN ST,Waterman St,THAYER ST,BROOK ST,Front,1,Ginkgo biloba,1,No,Sidewalk Pit,1,-71.39981138,41.82730844
POINT (-71.39849246839123 41.82975988096072),220,Y,HOPE ST,HOPE ST,Hope St,CUSHING ST,MEETING ST,Front,4,Quercus palustris,1.6,No,Sidewalk Pit,2,-71.39849247,41.82975988
POINT (-71.39857068333477 41.82312408449988),126,,POWER ST,POWER ST,Power St,BROOK ST,HOPE ST,Front,2,Tilia cordata,20,No,Lawn Strip,1,-71.39857068,41.82312408
POINT (-71.40490901858438 41.82390680869551),309,,BENEFIT ST,BENEFIT ST,Benefit St,CHARLESFIELD ST,BENEVOLENT ST,Front,1,Platanus x acerifolia,21.4,No,Sidewalk Pit,2,-71.40490902,41.82390681
POINT (-71.40658102067118 41.826782469133065),31,Y,WATERMAN ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Front,2,Gleditsia triacanthos,23,No,Sidewalk Pit,2,-71.40658102,41.82678247
POINT (-71.397791070736 41.82878206157703),216,,HOPE ST,HOPE ST,Hope St,MEETING ST,ANGELL ST,Front,3,Ulmus 'Patriot',10.3,No,Sidewalk Pit,2,-71.39779107,41.82878206
POINT (-71.40801769886413 41.82707529043124),13,,WATERMAN ST,WATERMAN ST,Waterman St,S MAIN ST,BENEFIT ST,Front,2,Ulmus spp.,2.5,No,Sidewalk Pit,2,-71.4080177,41.82707529
POINT (-71.40681102009529 41.82701931305062),219,,BENEFIT ST,WATERMAN ST,Waterman St,BENEFIT ST,PROSPECT ST,Side,5,Gleditsia triacanthos,14,No,Sidewalk Pit,2,-71.40681102,41.82701931
POINT (-71.39748316300765 41.827968301517465),130,,WATERMAN ST,FONES ALY,Fones Aly,HOPE ST,BROOK ST,Rear,4,Gleditsia triacanthos,23,No,Lawn - No Sidewalk,1,-71.39748316,41.8279683
POINT (-71.39534216213607 41.829965557144334),44,,STIMSON AVE,STIMSON AVE,Stimson Ave,ANGELL ST,DIMAN PL,Front,1,Pyrus calleryana,10.4,No,Sidewalk Pit,2,-71.39534216,41.82996556
POINT (-71.4026152175482 41.82713493585655),80,,WATERMAN ST,WATERMAN ST,Waterman St,THAYER ST,BROWN ST,Front,3,Ulmus americana,6,No,Sidewalk Pit,2,-71.40261522,41.82713494
POINT (-71.39385242690118 41.828928647259495),299,,GOVERNOR ST,GOVERNOR ST,Governor St,ANGELL ST,WATERMAN ST,Front,1,Ulmus parvifolia,11,No,Sidewalk Pit,1,-71.39385243,41.82892865
POINT (-71.40515679008267 41.82926365194948),72,,PROSPECT ST,PROSPECT ST,Prospect St,BOWEN ST,ANGELL ST,Front,1,Tilia cordata,23,No,Sidewalk Pit,2,-71.40515679,41.82926365
POINT (-71.3966604678675 41.829661771171786),19,,STIMSON AVE,STIMSON AVE,Stimson Ave,HOPE ST,DIMAN PL,Front,5,Platanus x acerifolia,6.7,No,Lawn Strip,2,-71.39666047,41.82966177
POINT (-71.39818758401523 41.827449963222286),131,,WATERMAN ST,WATERMAN ST,Waterman St,HOPE ST,BROOK ST,Front,1,Gleditsia triacanthos,16,No,Sidewalk Pit,1,-71.39818758,41.82744996
POINT (-71.39701796617192 41.823582086210074),125,,HOPE ST,HOPE ST,Hope St,POWER ST,HOPE ST,Front,1,Acer rubrum,8,No,Sidewalk Pit,1,-71.39701797,41.82358209
POINT (-71.40133045113517 41.82291725068128),80,,POWER ST,POWER ST,Power St,THAYER ST,BROWN ST,Front,2,Fraxinus pennsylvanica,7.5,No,Lawn Strip,2,-71.40133045,41.82291725
POINT (-71.40471994941338 41.8264800809635),20,,PROSPECT ST,PROSPECT ST,Prospect St,WATERMAN ST,COLLEGE ST,Front,2,Ulmus spp.,3,No,Sidewalk Pit,2,-71.40471995,41.82648008
POINT (-71.39635854885069 41.82665352951896),59,,MANNING ST,MANNING ST,Manning St,COOKE ST,HOPE ST,Front,1,Tilia cordata,7,No,Sidewalk Pit,1,-71.39635855,41.82665353
POINT (-71.40676612514095 41.827909026496705),2,,CONGDON ST,CONGDON ST,Congdon St,ANGELL ST,JENCKES ST,Front,2,Tilia cordata,26,No,Sidewalk Pit,2,-71.40676613,41.82790903
POINT (-71.40043982777304 41.82672987980878),201,,THAYER ST,THAYER ST,Thayer St,WATERMAN ST,GEORGE ST,Front,8,Gleditsia triacanthos,8,No,Sidewalk Pit,1,-71.40043983,41.82672988
POINT (-71.40069901644998 41.8289929450388),267,,THAYER ST,THAYER ST,Thayer St,EUCLID AVE,MEETING ST,Front,1,Zelkova serrata,5.4,No,Sidewalk Pit,2,-71.40069902,41.82899295
POINT (-71.40054673807735 41.831476383917874),167,,LLOYD AVE,LLOYD AVE,Lloyd Ave,THAYER ST,HOPE ST,Front,1,Acer platanoides,9.7,Yes,Sidewalk Pit,2,-71.40054674,41.83147638
POINT (-71.39460589576399 41.828963257833074),324,,ANGELL ST,ANGELL ST,Angell St,ARLINGTON AVE,STIMSON AVE,Front,2,Fraxinus pennsylvanica,12.4,No,Lawn Strip,2,-71.3946059,41.82896326
POINT (-71.3985949329292 41.825711903635934),182,,GEORGE ST,GEORGE ST,George St,HOPE ST,BROOK ST,Front,3,Quercus phellos,5,No,Lawn Strip,1,-71.39859493,41.8257119
POINT (-71.39927852637636 41.82491122480408),74,,BENEVOLENT ST,BENEVOLENT ST,Benevolent St,BROOK ST,THAYER ST,Front,1,Ulmus americana,6,No,Sidewalk Pit,1,-71.39927853,41.82491122
POINT (-71.39918205692653 41.82608628336755),324,,BROOK ST,BROOK ST,Brook St,WATERMAN ST,BROOK ST,Front,1,Quercus spp.,50,No,Sidewalk Pit,1,-71.39918206,41.82608628
POINT (-71.39912671709743 41.82668234412301),348,TRUE,BROOK ST,BROOK ST,Brook St,WATERMAN ST,BROOK ST,Rear,3,Ginkgo biloba,7,No,Sidewalk Pit,1,-71.39912672,41.82668234
POINT (-71.39878822470526 41.82417117699434),71,,CHARLESFIELD ST,BROOK ST,Brook St,BENEVOLENT ST,CHARLESFIELD ST,Side,1,Tilia cordata,15,Yes,Sidewalk Pit,1,-71.39878822,41.82417118
POINT (-71.400043361466 41.82917866408706),241,Y,MEETING ST,MEETING ST,Meeting St,THAYER ST,BROOK ST,Front,2,Acer rubrum,2.6,No,Sidewalk Pit,2,-71.40004336,41.82917866
POINT (-71.39584191628516 41.82338218597369),158,,POWER ST,POWER ST,Power St,HOPE ST,COOKE ST,Front,2,Tilia cordata,16,No,Lawn Strip,1,-71.39584192,41.82338219
POINT (-71.40318036143886 41.82761283189055),107,,ANGELL ST,BROWN ST,Brown St,ANGELL ST,WATERMAN ST,Side,3,Gleditsia triacanthos,5,No,Sidewalk Pit,2,-71.40318036,41.82761283
POINT (-71.39692062021025 41.827648058432395),193,,HOPE ST,HOPE ST,Hope St,COOKE ST,HOPE ST,Side,2,Gleditsia triacanthos,6,No,Lawn Strip,1,-71.39692062,41.82764806
POINT (-71.39707352805652 41.82959481814901),19,,STIMSON AVE,STIMSON AVE,Stimson Ave,HOPE ST,DIMAN PL,Front,1,Platanus x acerifolia,6.2,No,Lawn Strip,2,-71.39707353,41.82959482
POINT (-71.40111158023088 41.82377978871452),42,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,BROWN ST,THAYER ST,Front,1,Malus spp,5.8,Yes,Lawn Strip,2,-71.40111158,41.82377979
POINT (-71.40682111042466 41.82854459447783),26,,CONGDON ST,CONGDON ST,Congdon St,ANGELL ST,JENCKES ST,Front,1,Gleditsia triacanthos,16.8,No,Sidewalk Pit,2,-71.40682111,41.82854459
POINT (-71.39586921620894 41.829359982365844),20,,DIMAN PL,DIMAN PL,Diman Pl,STIMSON AVE,ANGELL ST,Front,2,Platanus x acerifolia,13.5,No,Sidewalk Pit,2,-71.39586922,41.82935998
POINT (-71.40562853775384 41.8261208784668),62,,COLLEGE ST,COLLEGE ST,College St,PROSPECT ST,BENEFIT ST,Front,3,Ulmus spp.,4,No,Sidewalk Pit,2,-71.40562854,41.82612088
POINT (-71.40180651691847 41.829047574643155),185,,MEETING ST,MEETING ST,Meeting St,BROWN ST,THAYER ST,Front,8,Platanus x acerifolia,6.3,No,Sidewalk Pit,2,-71.40180652,41.82904757
POINT (-71.4076207318961 41.825842594294485),2,,COLLEGE ST,COLLEGE ST,College St,BENEFIT ST,N MAIN ST,Front,2,Platanus x acerifolia,18.6,No,Sidewalk Pit,2,-71.40762073,41.82584259
POINT (-71.39844617322944 41.83208464993801),250,,LLOYD AVE,LLOYD AVE,Lloyd Ave,WEYMOUTH ST,HOPE ST,Front,2,Tilia americana,3.3,No,Lawn Strip,2,-71.39844617,41.83208465
POINT (-71.39271016503649 41.832566135090666),22,,IRVING AVE,IRVING AVE,Irving Ave,TABER AVE,ARLINGTON AVE,Front,1,Ulmus spp.,4,No,Lawn Strip,2,-71.39271017,41.83256614
POINT (-71.40131945143024 41.823859739877186),39,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROWN ST,Front,2,Platanus x acerifolia,27.5,No,Sidewalk Pit,2,-71.40131945,41.82385974
POINT (-71.40501901571976 41.826142300450506),20,,PROSPECT ST,COLLEGE ST,College St,PROSPECT ST,BENEFIT ST,Side,3,Ulmus spp.,4,No,Sidewalk Pit,2,-71.40501902,41.8261423
POINT (-71.40057178566563 41.82393769216387),41,,CHARLESFIELD ST,CHARLESFIELD ST,Charlesfield St,THAYER ST,BROWN ST,Front,3,Platanus x acerifolia,32.9,No,Sidewalk Pit,2,-71.40057179,41.82393769
POINT (-71.39643650341431 41.82970374168846),296,,ANGELL ST,STIMSON AVE,Stimson Ave,HOPE ST,DIMAN PL,Rear,1,Zelkova serrata,5.9,No,Lawn Strip,2,-71.3964365,41.82970374
